연번,미디어타입,제목,장소명,장소타입,장소설명,영업시간,브레이크타임,휴무일,주소,위도,경도,전화번호,최종작성일
4925,drama,High Class,중림동약현성당,playground,10회에서 황나윤(박세진)이 이 교회로 추억여행을 하며 생각한다. 이 곳에서 안지용(김남희)이 그녀에게 프러포즈를 했던 순간으로 거슬러 올라간다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 청파로 447-1,37.559115,126.96744,02-362-1891,2022-11-25
4926,drama,Love with Flaws,엘빈에비뉴라운지,restaurant,주서연의 (오연서) 오빠 주원석(차인하)이 운영하는 게이바이다. 1화에서 서연은 정태(강태오 카메오)와 헤어진 후 술을 마시러 왔다.,월-토 19시 - (익일) 03시,정보없음,일요일,서울특별시 강남구 강남대로92길 13,37.4990249,127.02849,0507-1314-9449,2022-11-25
4927,drama,Love with Flaws,마쯔가제,restaurant,이혁(구원)은 아버지를 초대한다. 8화에서 잠시 한국에 들른 이 식당에 가다가 혼잣말을 한다.,매일 12시 - 22시,15시 - 18시,연중무휴,서울특별시 강남구 테헤란로87길 46 호텔오크우드프리미어 3층,37.512502,127.058796,02-3466-7733,2022-11-25
4928,drama,Love with Flaws,건국대학교,playground,"이 대학 공학부 앞 '한국대'로 등장, 하자있는 인간들(2019-20) 5화(전체 3화)에서 주원석(차인하)이 최호돌(장유상)의 지갑을 되찾길 기다리는 모습. 원석은 또한 호돌에게 자신이 연애할 생각이 없다는 사실을 알린다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 광진구 능동로 120,37.5425241,127.073699,02-450-3114,2022-11-25
4929,drama,Love with Flaws,커먼 그라운드,playground,이강우(안재현)가 주서연(오연서)을 위해 이 장소의 마켓홀에서 깜짝 고백을 준비한다. 5회에서 밤에 만나자고 한다. 그녀가 홀에 들어서자 조명이 켜지고 강우가 나타나며 서연이 이게 뭐냐고 묻자 서연은 먼저 그녀의 육상팀을 후원하기로 결정했다고 대답한다. ,매일 11시 - 22시,정보없음,연중무휴,서울특별시 광진구 아차산로 200,37.541164,127.06608,02-467-2747,2022-11-25
4930,drama,Love with Flaws,디큐브시티,playground,"2화에서 주원재(민욱혁)는 이 호텔 입구 앞 클럽에서 하룻밤 외출 후 차가 오기를 기다린다. 이강희(황우슬혜)가 도착했을 때, 그녀는 그를 지갑 소년으로 착각한다.","화-목 11시 - 21시, 금-일 11시 - 21시 30분",정보없음,월요일,서울특별시 구로구 경인로 662,37.508892,126.88942,02-2622-2233,2022-11-25
4931,drama,Love with Flaws,얼반스퀘어,cafe,14회에서 주원석(차인하)이 최호돌(장유상)을 이 카페로 데려가 자신의 상처를 이야기했다.,"평일 11시 30분 - 22시, 주말 12시 30분 - 22시",정보없음,연중무휴,서울특별시 마포구 독막로8길 15,37.547205,126.91826,0507-1331-3603,2022-11-25
4932,drama,Love with Flaws,현디자인연구소,playground,"이 집의 외관은 세 형제와 함께 사는 주서연(오연서)의 집으로 나타난다. 13,14회에서는 이강우(안재현)와 이민혁(구원)이 티앤제인 앞에 서 있는 모습이 그려졌다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 성미산로 165-7,37.56505,126.92474,02-464-7665,2022-11-25
4933,drama,Love with Flaws,성미산로26길,playground,14회에서 주서연(오연서)가 이 가게들을 지나간다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 성미산로26길 35,37.562369,126.92334,02-3153-8114,2022-11-25
4934,drama,Love with Flaws,디벙크,cafe,10화 전체에서 이 카페에 오씨(윤해영) 그녀의 물음에 그는 사촌 이강우(안재현)가 주서연(오연서)을 사랑이 하고 있다고 확인한다.,"평일 10시 - 23시, 토 12시 - 23시, 일 12시 - 22시",정보없음,연중무휴,서울특별시 마포구 성지1길 30 지하 2층,37.547921,126.91513,02-6930-5598,2022-11-25
4935,drama,Love with Flaws,경의선숲길공원,playground,2회에서 소속사 메이트는 갑자기 눈앞에서 배달부로 일하는 동급생 이주희(주해은)를 보게 된다. 이 공원에 있는 이발소. 친구에게 작별 인사를 하고 여동생 주서연(오연서)이 자신을 찾고 있음을 알린다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 연남동 연남로 80,37.5661595,126.919015,02-3153-6740,2022-11-25
4936,drama,Love with Flaws,반포대교,playground,주서연(오연서)은 7화에서 이강우(안재현)가 따라오며 아침 조깅으로 이 다리를 건너는 모습을 보여준다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 서초구 반포동 반포대교,37.512187,126.9976,02-2155-6114,2022-11-25
4937,drama,Love with Flaws,롯데월드,playground,10회 풀타임에서 주서연(오연서)과 이강우(안재현)가 첫 리얼 데이트로 이곳을 찾는다.,매일 10시 - 21시,정보없음,연중무휴,서울특별시 송파구 올림픽로 240,37.5112601,127.097998,1661-2000,2022-11-25
4938,drama,Love with Flaws,석촌호수,playground,3화에서 이 공원의 원형 극장으로 이동한다. 동시에 주서연(오연서)은 이곳에 도착해 제자 주희와 말다툼을 한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 송파구 잠실동 47,37.509919,127.10298,02-412-0190,2022-11-25
4939,drama,Love with Flaws,여의도공원,playground,1화에서 백장미(신도현)가 여의도 공원 이 부분에 가까이 앉아 운동을 하고 있다. 돈 가득한 가방을 들고 돈이 많아도 소용없다고 생각한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의공원로 68,37.5281241,126.925754,02-761-4079,2022-11-25
4940,drama,Love with Flaws,서강대교,playground,3회동창회에서 그를 태운 우(안재현)가 다리를 건넌다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의도동 서강대교,37.536911,126.92495,02-120,2022-11-25
4941,drama,Love with Flaws,물나무 사진관,playground,주서연(오연서 분)과 이강우(안재현 분)가 10회에서 첫 번째 데이트에 이 사진관에서 커플 사진을 찍는다.,목-일 11시 - 18시,12시 30분 - 14시,"월요일, 화요일, 수요일",서울특별시 종로구 계동길 84-3,37.581251,126.986918,02-798-2231,2022-11-25
4942,drama,Love with Flaws,도천 라일락집,stay,드라마 안에서 이 집은 이강우(안재현)의 집으로 자주 등장한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 창경궁로27길60,37.584294,126.99599,,2022-11-25
4943,drama,Love with Flaws,JCC크리에이티브센터,playground,이 장소는 박현수(허정민)가 운영하는 탤런트 기획사 '하이세븐 엔터테인먼트'( HS엔터테인먼트)에서  형 주서준(김재용)이 훈련하고 있다. 그녀는 1화에서 제자의 행방을 찾던 그에게 부탁을 하기 위해 그를 만나러 왔다.,평일 09시 30분 - 18시 30분,정보없음,주말,서울특별시 종로구 창경궁로35길 45,37.5877669,127.002266,02-3670-0138,2022-11-25
4944,drama,Love with Flaws,중앙고등학교,playground,"김미경(김슬기)과 주서연(오연서)은 이 학교에서 교사로, 이민혁(구원)은 학교의 의사로 일한다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 창덕궁길 164,37.584081,126.986846,02-742-1321,2022-11-25
4945,drama,Love with Flaws,파로그랜드,restaurant,1화에서 이강우(안재현)와 이민혁(구원)이 가족 만찬을 마치고 이 식당을 찾아왔다.,월-토 11시 30분 - 22시,14시 30분 - 17시 30분,일요일,서울특별시 중구 을지로5길 26,37.567435,126.98516,02-6030-8585,2022-11-25
4946,drama,Love with Flaws,서울로7017,playground,10회 본편에서 그들의 첫 실제 데이트 장소로 나온다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 청파로 432,37.556524,126.97375,02-313-7017,2022-11-25
4947,drama,Love with Flaws,스테이트 타워 남산,playground,13회에서 공개적으로 그녀에 대한 마음을 고백하지만 그녀에게 진지하게 받아들이지 않는다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 퇴계로 100,37.560342,126.98297,02-6020-5500,2022-11-25
4948,drama,Heart to Heart,서울 홍은동 개인주택,stay,차홍도(최강희)가 사는 곳으로 나온다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 서대문구 포방터길 41,37.598507,126.94883,02-330-1301,2022-11-25
4949,drama,School 2017,어울마당로,playground,13회에서 라은호(김세정)와 현태운(김정현)이 데이트를 하러 왔다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 어울마당로,37.55003,126.92113,02-3153-8114,2022-11-25
4950,drama,School 2017,국립현대미술관 서울,playground,라은호(김세정)와 송대휘(장동윤)는 지난 10일 한 벤치(프로덕션 소품)에서 이야기를 나눴다. 에피소드 4에서 이 박물관 앞에서 대화를 나눈다.,"월-화,목-금,일 10시 - 18시, 수,토 10시 - 21시",정보없음,연중무휴,서울특별시 종로구 삼청로 30,37.5794091,126.9803691,02-3701-9500,2022-11-25
4951,drama,School 2021,북촌로11길,playground,진지원(조이현 분)과 김요한(공기준 분)은 16회에서 이 거리를 방문해 이 집 앞에서 셀카를 찍는다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 북촌로11길 52,37.582967,126.98348,02-2148-1114,2022-11-25
4952,drama,School 2021,윤보선길,playground,16회에서 진지원(조이현)과 김요한(공기준)의 데이트 현장이 골목길을 걷고 있다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 윤보선길,37.577559,126.98376,02-2148-1114,2022-11-25
4953,drama,School 2021,율곡로3길,playground,마지막 16회에서 진지원(조이현)과 김요한(공기준)이 데이트를 위해 이 거리에서 만났다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 율곡로3길,37.577811,126.98239,02-2148-1114,2022-11-25
4954,drama,School 2021,자하슈퍼,store,"1회에서 답답한 진지원(조이현)이 밤에 이 미니마트에서 인형뽑기를 하러 온다. 그녀가 다시 이기지 못해 기계를 차기 시작할 때, 그녀의 새 학교 친구 정영주(추영우)는 기계를 채우기 위해 오토바이를 들고 들른다. 그가 떠나자 지원은 기계 위에 앉아 있는 테디를 발견한다.",매일 09시 - 18시,정보없음,연중무휴,서울특별시 종로구 자하문로42길 57,37.600253,126.96281,02-394-2086,2022-11-25
4955,drama,Only One Person,성신여자대학교 운정그린캠퍼스,playground,표인숙(안은진)은 멍하니 의사의 진찰을 받고 나와 이 건물의 출구를 지나간다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 강북구 도봉로76가길 55,37.632219,127.0273,02-920-7870,2022-11-25
4956,drama,Only One Person,김포국제공항,playground,5화에서 강세연(강예원)은 이 공항에서 회상장면으로 등장한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 강서구 하늘길 112,37.558655,126.79228,1661-2626,2022-11-25
4957,drama,Only One Person,동서울종합터미널,playground,"바닷가 은신처를 떠난 표인숙(안은진)과 민우천(김경남)은 버스를 타고 서울로 돌아오며 이 버스터미널에 도착한다. 터미널을 나오자 인숙은 몸이 안 좋아지기 시작했고, 우천에게 이제 그만 도망쳐야 할 때라고 말한다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 광진구 강변역로 50,37.534537,127.09418,1688-5979,2022-11-25
4958,drama,Only One Person,그랜드 워커힐 서울,stay,3화에서 강세연(강예원)은 어머니를 모시고 이 호텔(이하 몽호텔)의 스위트룸으로 들어갔다.,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,서울특별시 광진구 워커힐로 177,37.555208,127.111341,02-455-5000,2022-11-25
4959,drama,Only One Person,고척공구상가,playground,민우천(김경남)이 향하는 1화에서 보듯 '나래청소'는 사설탐정회사의 표지인 '나래청소'가 있는 건물이다.,매일 00시 - 24시 (가게별 상이),정보없음,연중무휴,서울특별시 구로구 중앙로3길 50,37.499967,126.86057,02-2681-1133,2022-11-25
4960,drama,Only One Person,서울과학기술대학교,playground,"7,9회 회상 장면에서 볼 수 있듯이 강세연(강예원)과 지윤서(이영진)가 학창시절 만났던 곳이다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 노원구 공릉로 232,37.629632,127.07845,02-970-6114,2022-11-25
4961,drama,Only One Person,어울마당로,playground,"14회에서는 표인숙(안은진), 성미도(레드벨벳 조이), 강세연(강예원)이 새 옷을 입고 쇼핑을 하고 거리를 활보하는 모습이 그려졌다. 6회에서 두 사람 모두 현금이 없다는 사실을 알게 된 표인숙(안은진)과 민우천(김경남)은 이 골목 계단에 앉아 어떻게 할지 고민한다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 어울마당로,37.55003,126.92113,02-3153-8114,2022-11-25
4962,drama,Only One Person,콜린,cafe,"표인숙(안은진), 성미도(레드벨벳 조이), 강세연(강예원)은 14회에서 쇼핑을 마치고 애프터눈 티를 마신다.","일-목 10시 30분 - 23시, 금-토 10시 30분 - 24시",정보없음,연중무휴,서울특별시 마포구 어울마당로 45,37.549176,126.9204,0507-1335-1119,2022-11-25
4963,drama,Only One Person,홍대조폭떡볶이,restaurant,6회에서 민우천(김경남)은 표인숙(안은진)을 이 떡볶이 가게에 데려간다. 하지만 먹고 살 돈이 없다는 사실을 알게 된 두 사람은 당황한다.,수-월 11시 30분 - (익일) 02시,정보없음,화요일,서울특별시 마포구 어울마당로 60,37.550415,126.921338,02-337-9933,2022-11-25
4964,drama,Only One Person,양재역(서초구청),station,"11회에서 표인숙(안은진)과 민우천(김경남)은 이 역('고산역'으로 나타남)의 10번 출구로 나오며, 그들과 교류를 원하는 다양한 사람들에게 즉시 다가가는데, 그런 다음 그들은 12번 출구를 통과하여 차에 치인 소년을 간신히 구한다.",매일 05시 - (익일) 01시,정보없음,연중무휴,서울특별시 서초구 남부순환로 2585,37.484457,127.03412,02-6110-3344,2022-11-25
4965,drama,Only One Person,반포대교,playground,10회에서 구지표(한규원)가 다리를 따라 조깅을 하던 중 고하용을 던진다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 서초구 반포동 반포대교,37.512187,126.9976,02-2155-6114,2022-11-25
4966,drama,Only One Person,녹사평대로40길,playground,한사람만(한사람만) 10회에서 민우천(김경남)은 병원에서 탈출한 후 표인숙(안은진)을 이 골목길로 데려간다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 녹사평대로40길 55-3,37.534558,126.98883,02-2199-6114,2022-11-25
4967,drama,Only One Person,서강껍데기 이촌점,restaurant,15회에서 민우천(김경남)과 함께 인숙 어머니의 추도식을 마치고 이 식당에서 식사를 하는 모습이 그려졌다.,매일 11시 30분 - 24시,정보없음,연중무휴,서울특별시 용산구 이촌로 9,37.530776,126.95487,02-701-8439,2022-11-25
4968,drama,Only One Person,아틀리에,restaurant,2회에서 '알리바이'의 일환으로 성미도(레드벨벳 조이)는 표인숙(안은진)과 강세연(강예원)을 이 '클럽' 파티에 데려갔다.,"일-목 18시 - (익일) 03시, 금,토 18시 - (익일) 05시",정보없음,연중무휴,서울특별시 용산구 이태원로27가길 36,37.535036,126.9933,,2022-11-25
4969,drama,Only One Person,세종대로,playground,병원을 탈출한 표인숙(안은진)과 민우천은 교차로에서 성미도(레드벨벳 조이)와 강세연(강예원)에게 데리러 간다. 11화에서 청계광장을 배경으로 한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 세종대로 86-1,37.563835,126.97677,02-3396-4114,2022-11-25
4970,drama,Only One Person,노보텔 앰배서더 서울 동대문,stay,8회에서는 성미도(조이)와 구지표(한규원)의 약혼식이 펼쳐진다. 파티를 마친 두 사람은 각자의 방으로 돌아가 술에 취한 미도가 지표에게 비밀을 털어놓는다.,"매일 입실 15시, 퇴실 12시",정보없음,연중무휴,서울특별시 중구 을지로 238,37.566362,127.0045,02-3425-8000,2022-11-25
4971,drama,One More Happy Ending,모노블럭,cafe,13화에서 송수혁(정경호)이 한미모(강나라)와 함께 모닝커피 '아메리칸 스타일'로 하루를 시작하기 위해 이곳으로 데려간다.,매일 11시 - 23시,정보없음,연중무휴,서울특별시 마포구 와우산로23길 14,37.553715,126.92444,02-3144-2040,2022-11-25
4972,drama,One More Happy Ending,LAURAS FLOWER,store,16회에서 김건학(김태훈)은 이곳에서 아내를 위해 화분을 산다,월-토 11시 - 19시,정보없음,일요일,서울특별시 서대문구 연희로27길 63,37.57161,126.93312,,2022-11-25
4973,drama,Uncontrollably Fond,올림픽체조경기장,playground,5회 신준영(김우빈)이 이곳에서 콘서트를 한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 송파구 올림픽로 424,37.5209657,127.116064,02-410-1114,2022-11-25
4974,drama,Uncontrollably Fond,마포대교,playground,17회에서 신준영(김우빈)이 윤정은(임주은)을 만나 자신을 멀리하라고 말하는 장면이 나온다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의도동 84-5,37.533709,126.9367,02-2670-1451,2022-11-25
4975,drama,The Moon Embracing the Sun,경복궁,playground,해를 품은 달의 첫 촬영지인 경복궁,"수-월 09시 - 17시 (11월-2월), 수-월 09시 - 18시 (3-5월, 9-10월), 수-월 09시 - 18시 30분 (6-8월)",정보없음,화요일(공휴일인 경우 다음날 휴무),서울특별시 종로구 사직로 161,37.5806736,126.976952,02-3700-3900,2022-11-18
4976,drama,Hush,서울중앙지방법원,playground,3회에서 한국일보 디지털뉴스데스크 정세준(김원해) 부편집장이 무죄 판결을 받은 뒤 이 법원 앞 계단에서 사기 혐의를 추가하며 MP 고(신현종)를 부추기려 한다. 그 의원은 뇌물을 받고 기사를 조작하는 기자에 대한 자신의 주장으로 반박한다.,평일 09시 - 18시,정보없음,주말,서울특별시 서초구 서초중앙로 157,37.496068,127.01148,02-530-1114,2022-11-25
4977,drama,The Day After We Broke Up,청계천,playground,1화에서 서울광장에서 처참한 공연을 한 뒤 헤어진 다음 날 유탄(김명수)은 여자친구 문다인(윤소희)과 거리를 나섰고 이 다리를 건넜다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 서린동 148,37.569205,126.97791,02-2290-6114,2022-11-25
4978,drama,The Day After We Broke Up,서울광장,playground,1화에서 음울한 공연을 펼치는 공간으로 나온다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 태평로1가 54-3,37.565574,126.9779,02-3396-4114,2022-11-25
4979,drama,The Day After We Broke Up,스테이트 타워 남산,playground,"1화에서 강예슬(이태임)은 KG 엔터테인먼트 사옥의 이 회의실에서 유탄(김명수)을 만난다. 자신에게 제안된 전속계약을 살펴보던 중, 1억여 원의 수표를 받고 깜짝 놀란다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 퇴계로 100,37.560342,126.98297,02-6020-5500,2022-11-25
4980,drama,It’s Beautiful Now,메이필드 호텔,stay,그녀의 장모 윤정자(반효정)의 응원을 받는 수정,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,서울특별시 강서구 방화대로 94,37.547097,126.81913,02-2660-9000,2022-11-25
4981,drama,It’s Beautiful Now,채그로,playground,진수정(박지영)은 5회에서 아버지의 작품에 대한 인터뷰를 위해 기자와 만난다.,매일 09시 30분 - 21시 30분,정보없음,연중무휴,서울특별시 마포구 마포대로4다길 31,37.535663,126.94427,0507-1341-0325,2022-11-25
4982,drama,It’s Beautiful Now,스위스 그랜드 호텔,stay,1화에서 결혼하지 않은 세 아들의 엄마 한경애(김혜옥)가 이 호텔의 결혼식에 참석한다. 그리고 그녀는 이 호텔의 '테라스 라운지'에서 지인들 앞에서 아들들을 변호하는 자신을 발견한다.,"매일 입실 15시, 퇴실 12시",정보없음,연중무휴,서울특별시 서대문구 연희로 353,37.588838,126.93403,02-3216-5656,2022-11-25
4983,drama,It’s Beautiful Now,캐틀앤비 양재점,cafe,현미래(배다빈)는 남편 박준형(이현진)을 혼인 무효 소송으로 '1인칭'으로 만난다.,매일 10시 - 23시,정보없음,연중무휴,서울특별시 서초구 양재천로 131,37.478813,127.04192,0507-1426-2737,2022-11-25
4984,drama,It’s Beautiful Now,달맞이근린공원,playground,"3화에서 이현재(윤시윤), 이윤재(오민석), 이수재(서범준) 3형제가 밤에 공원에 온다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 성동구 금호동4가 27,37.543241,127.02081,02-2116-3114,2022-11-25
4985,drama,It’s Beautiful Now,삼청각,playground,36회에서는 이현재(윤시윤)와 현미래(배다빈)의 각 가족이 결혼식을 앞두고 이 단지에서 만나 소개를 받는다.,매일 12시 - 21시,정보없음,연중무휴,서울특별시 성북구 대사관로 3,37.597208,126.98403,02-765-3000,2022-11-25
4986,drama,It’s Beautiful Now,브롱스 동여의도점,restaurant,"14회에서 이현재(윤시윤), 이윤재(오민석), 이수재(서범준) 3형제가 밤에 술을 마시러 왔다.","월-목,토 17시 - (익일) 01시 , 금 17시 - (익일) 02시",정보없음,일요일,서울특별시 영등포구 여의대방로65길 17,37.5196839,126.929258,02-761-3361,2022-11-25
4987,drama,It’s Beautiful Now,기계산업진흥회 (구 기계회관 본관),playground,8화에서 현미래(배다빈)는 이 카페에서 첫 손님을 만난다,매일 00시 - 24시 (가게별 상이),정보없음,연중무휴,서울특별시 영등포구 은행로 37,37.529414,126.9226,02-369-8600,2022-11-25
4988,drama,It’s Beautiful Now,N서울타워,playground,16회에서 이현재(윤시윤)와 현미래(배다빈)가 심야 데이트를 하러 왔다.,"전망대 매일 11시 - 22시, 더플다이닝 매일 12시 - 22시",정보없음,연중무휴,서울특별시 용산구 남산공원길 105,37.551168,126.98824,02-3455-9277,2022-11-25
4989,drama,It’s Beautiful Now,대원정사 옥상주차장,playground,"16회에서 이윤재(오민석)는 심해준(신동미)을 저녁 데이트에 데리고 나와 이 주차장에 주차한다. 식당에서 몇 번의 불상사가 있은 후, 그들은 결국 이곳에서도 키스를 하게 된다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 두텁바위로60길 49,37.548873,126.98352,02-754-1615,2022-11-25
4990,drama,It’s Beautiful Now,노들섬,playground,3회에서 다빈과 그녀의 (여전한) 남편 박준형(이현진)이 밤에 이곳을 찾아온다.,화-일 09시 - 21시 30분 (야외공간 24시 개방),정보없음,"월요일, 명절(당일), 1월1일",서울특별시 용산구 양녕로 445,37.5181029,126.957064,02-749-4500,2022-11-25
4991,drama,It’s Beautiful Now,동작대교,playground,25회에서 고민하는 이수재(서범준)가 밤에 이 다리를 걷고 그가 SOS를 볼 때 위기의 전화 그는 망설이지 않고 전화를 건다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 이촌동 동작대교,37.51041,126.981893,02-2199-8580,2022-11-25
4992,drama,It’s Beautiful Now,서울 평칭동 맨션 474-4,stay,"11, 13, 14화에서 현미래(배다빈)는 부모님, 오빠, 할머니와 함께 이 저택에 살고 있다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 평창길 263,37.614547,126.974,02-2148-1114,2022-11-25
4993,drama,It’s Beautiful Now,참샘골공원,playground,현재는 아름다워 (현재는 아름다워) 11회에서 이수재(서범준)와 나유나(최예빈)가 밤에 공원을 지나고 있다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 평창동 470,37.614899,126.97453,02-2148-1114,2022-11-25
4994,drama,It’s Beautiful Now,덕수궁 돌담길,playground,4회에서 좋은 친구 이수재(서범준)와 나유나(최예빈)가 밤길을 걷는다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 세종대로 99,37.565924,126.97501,02-751-0734,2022-11-25
4995,drama,Sister-in-Law Is 19,성산대교,playground,10화에서 강승재(윤계상)와 최수지(김민희)가 다리 밑에서 한유민(정다빈)을 왜 그렇게 사랑하는지 묻는다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 망원동 성산대교,37.552775,126.89155,02-3153-8114,2022-11-25
4996,drama,Sister-in-Law Is 19,서강대교,playground,강민재가 여기에 와서 마침내 그의 오랜 짝사랑을 부르기 위해 용기를 낸다. ,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의도동 서강대교,37.536911,126.92495,02-120,2022-11-25
4997,drama,Sister-in-Law Is 19,원효대교,playground,11화에서는 이 곳에서 모두가 케잌을 먹고 폭죽을 쏘며 유민의 생일을 축하합니다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의도동 원효대교,37.527046,126.94571,02-2670-3114,2022-11-25
4998,drama,Sister-in-Law Is 19,중앙고등학교,playground,강승재(윤계상)는 이 고등학교에 다닌다. 4회에는 한유민(정다빈)이 합류한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 창덕궁길 164,37.584081,126.986846,02-742-1321,2022-11-25
4999,drama,Sister-in-Law Is 19,밀레니엄 힐튼 서울,stay,강민재는 호텔 밖 계단에서 한유민을 발견한다. 강승재의 과거 발언으로 인해 그녀가 상처를 입었다는 사실을 알게 된 그는 그녀 옆에 앉아 그녀를 위로한다.,"매일 입실 16시, 퇴실 11시",정보없음,연중무휴,서울특별시 중구 소월로 50,37.55536,126.97544,0507-1440-7798,2022-11-25
5000,drama,Hotel Del Luna,써브웨이 양천향교역점,restaurant,5회에서 김유나(강미나)가 지현중(블락비 피오/표지훈)에게 샌드위치를 먹으러 가자고 합니다.,매일 08시 - 23시,정보없음,연중무휴,"서울특별시 강서구 강서로 471 엠코지니어스타 A동 1층 109, 110호",37.567491,126.84074,0507-1332-6697,2022-11-25
5001,drama,Hotel Del Luna,C156,restaurant,호텔 델루나 10~12회와 14회에서는 장만월(이지은)이 이곳에서 원한에 가득 찬 유령 설지원(데이비드)에게 손을 내미는 모습이 그려졌다. ,매일 12시 - 22시,15시 - 17시,명절(당일),서울특별시 광진구 동일로 156,37.546081,127.06649,0507-1311-0060,2022-11-25
5002,drama,Hotel Del Luna,마들역,station,1화에서 지하철에서 장만월(이지은)을 만난 후 놀란 구찬성(여진구)이 지하철역에 내린다.,매일 05시 - (익일) 01시,정보없음,연중무휴,서울특별시 노원구 동일로 1530-1,37.665272,127.05762,02-6311-7121,2022-11-25
5003,drama,Hotel Del Luna,노원역,station,1회에서 구찬성(여진구)은 해맞이 선물인 달맞이꽃을 손에 들고 이곳에서 호텔 델루나 방향으로 지하철을 탄다.,매일 05시 - (익일) 01시,정보없음,연중무휴,서울특별시 노원구 상계로 69-1,37.656326,127.06346,02-6110-4111,2022-11-25
5004,drama,Hotel Del Luna,서울약령시장,playground,5회에서 구찬성(여진구 분)이 약국을 찾기 위해 이 시장에 머문다. 정문에서 출발해 2번 게이트로 향하고 마침내 인사한의원으로 향한다.,매일 09시 - 18시,정보없음,연중무휴,서울특별시 동대문구 약령중앙로 10,37.578341,127.0368,02-969-4793,2022-11-25
5005,drama,Hotel Del Luna,드로터스,playground,이 집은 8회에서 이미라(박유나)의 친구 집으로 등장한다.,월-토 11시 - 19시,정보없음,일요일,서울특별시 마포구 연남로11길 12,37.565657,126.91819,,2022-11-25
5006,drama,Hotel Del Luna,어기어차,restaurant,2화에서 회를 먹은 곳,월-토 16시 - 23시,정보없음,일요일,서울특별시 마포구 월드컵북로 351,37.576609,126.892966,02-3142-4555,2022-11-18
5007,drama,Hotel Del Luna,반포한강공원,playground,오지호와 아역 김강훈이 마고신과 만난 장소,매일 00시 - 24시,정보없음,연중무휴,서울특별시 서초구 신반포로11길 40,37.510507,126.996054,02-3780-0541,2022-11-18
5008,drama,Hotel Del Luna,서울책보고,playground,호텔델루나 내부에 있는 도서관,"화-금 11시 - 20시, 토-일 10시 - 20",정보없음,월요일,서울특별시 송파구 오금로 1 ,37.522281,127.104097,02-6951-4979,2022-11-18
5009,drama,Hotel Del Luna,롯데월드몰,playground,2회에서 장만월(이지은)과 구찬성(여진구 분)은 신발이 잿더미에 갇히면서 '잃어버린' 후 신발을 사러 이곳에 온다.,매일 10시 30분 - 22시,정보없음,연중무휴,서울특별시 송파구 올림픽로 300,37.512599,127.102714,02-3213-5000,2022-11-25
5010,drama,Hotel Del Luna,피자알볼로 문래직영점,restaurant,산체스(조현철)의 가게로 피자집 촬영 장소,매일 10시 - 21시,정보없음,연중무휴,서울특별시 영등포구 선유로3길 10 하우스디비즈 101호,37.516542,126.886731,02-2672-8495,2022-11-18
